Name,Latitude,Longitude,Number of Free Bikes,Rest/Bar Rating(FS),Average Distance_Bar_x,Average Distance_Gym_x,Rest/Bar Rating(YELP),Average Distance_Bar_y,Average Distance_Gym_y
Parc Saint-Matthew,46.81109708055996,-71.21760167732813,10,"0    9.1
1    8.8
2    8.9
3    8.8
4    9.0
5    9.0
6    9.0
7    8.8
8    8.2
9    8.7
Name: rating, dtype: float64",373.4,506.0,"0     4.0
1     5.0
2     4.5
3     4.0
4     4.5
5     4.0
6     4.0
7     4.5
8     4.5
9     4.5
10    4.5
11    4.0
12    4.5
13    4.5
14    4.0
15    4.5
16    4.0
17    4.5
18    3.5
19    4.0
Name: rating, dtype: float64",432.4592774225486,653.4565416915818
Parc de la Pointe-aux-Lièvres,46.82117479531745,-71.23453194398171,8,"0    7.9
1    8.6
2    9.1
3    7.8
4    8.1
5    8.2
6    9.0
7    8.7
8    8.6
9    8.2
Name: rating, dtype: float64",606.8,807.125,"0     4.5
1     5.0
2     4.0
3     4.5
4     5.0
5     4.5
6     4.5
7     4.5
8     4.5
9     4.0
10    4.5
11    4.5
12    4.5
13    4.5
14    4.5
15    4.0
16    4.0
17    4.5
18    4.0
19    4.5
Name: rating, dtype: float64",960.5983375788616,0.0
Parc Victoria,46.815057,-71.235443,12,"0    7.8
1    9.2
2    8.6
3    7.9
4    8.0
5    9.1
6    8.5
7    8.6
8    7.8
9    8.4
Name: rating, dtype: float64",379.9,643.3333333333334,"0     4.5
1     4.5
2     4.5
3     4.0
4     4.5
5     4.0
6     4.5
7     5.0
8     4.5
9     4.5
10    4.0
11    4.5
12    5.0
13    4.5
14    4.5
15    5.0
16    4.5
17    4.5
18    4.0
19    4.0
Name: rating, dtype: float64",661.8423701472722,0.0
Saint-Joseph / Saint-Anselme,46.81258598277751,-71.22973499957455,7,"0    9.0
1    7.9
2    8.4
3    8.9
4    9.0
5    8.6
6    9.1
7    8.8
8    8.5
9    9.2
Name: rating, dtype: float64",191.4,0.0,"0     4.5
1     4.5
2     4.0
3     4.5
4     4.0
5     4.5
6     5.0
7     4.5
8     4.5
9     4.5
10    5.0
11    4.5
12    4.0
13    4.0
14    5.0
15    4.5
16    4.5
17    4.0
18    4.5
19    4.0
Name: rating, dtype: float64",375.92040625345953,0.0
Hélène-Boullé / Du Bon-Air,46.78938334025807,-71.26476528572462,5,"0    8.1
1    7.7
2    7.9
3    NaN
4    5.6
5    5.8
6    NaN
7    NaN
8    NaN
9    7.7
Name: rating, dtype: float64",406.6,789.9,"0     4.0
1     4.5
2     3.0
3     3.5
4     4.0
5     4.0
6     4.5
7     4.5
8     3.5
9     4.5
10    3.0
11    5.0
12    5.0
13    2.5
14    4.0
15    2.5
16    4.0
17    3.5
18    3.0
19    3.0
Name: rating, dtype: float64",914.4613291192212,1108.6797464352278
Saint-Germain / Boisseau,46.80927496016057,-71.23850645946882,10,"0    8.1
1    9.2
2    8.6
3    8.0
4    8.5
5    8.0
6    6.1
7    9.1
8    7.8
9    7.7
Name: rating, dtype: float64",381.6,625.9,"0     4.5
1     4.5
2     4.0
3     4.5
4     4.5
5     5.0
6     4.5
7     4.5
8     4.0
9     5.0
10    4.5
11    4.5
12    4.0
13    4.5
14    4.5
15    4.5
16    4.5
17    4.5
18    4.0
19    4.0
Name: rating, dtype: float64",793.092795129672,0.0
YMCA Saint-Roch,46.813662299909325,-71.21920394229315,6,"0    9.0
1    8.5
2    8.6
3    9.1
4    8.8
5    9.0
6    8.9
7    8.9
8    9.2
9    9.0
Name: rating, dtype: float64",418.0,0.0,"0     4.0
1     4.0
2     5.0
3     4.5
4     4.5
5     4.0
6     4.5
7     4.5
8     4.0
9     4.5
10    4.0
11    4.5
12    4.5
13    4.5
14    4.0
15    4.5
16    4.5
17    4.5
18    4.0
19    4.0
Name: rating, dtype: float64",551.0579430607211,429.2240881690772
Fraser / Cartier,46.803790282177374,-71.22581692861937,18,"0    8.3
1    8.6
2    8.2
3    8.4
4    8.3
5    9.0
6    8.9
7    9.0
8    8.5
9    9.3
Name: rating, dtype: float64",247.4,0.0,"0     4.5
1     4.5
2     5.0
3     4.5
4     4.0
5     5.0
6     4.0
7     3.5
8     4.5
9     4.5
10    4.5
11    4.5
12    4.0
13    4.5
14    3.5
15    4.5
16    4.5
17    4.0
18    4.5
19    4.5
Name: rating, dtype: float64",391.7214083570571,0.0
Collège Mérici,46.79652641037149,-71.2328549657563,10,"0    NaN
1    6.2
2    NaN
3    8.9
4    NaN
5    NaN
6    NaN
7    7.9
8    7.3
9    9.0
Name: rating, dtype: float64",548.0,753.2,"0     4.5
1     4.0
2     4.5
3     5.0
4     4.5
5     4.5
6     4.0
7     4.0
8     4.5
9     3.5
10    4.5
11    3.5
12    4.5
13    5.0
14    4.0
15    4.0
16    2.0
17    3.5
18    3.0
19    3.5
Name: rating, dtype: float64",892.3524669316054,0.0
Bibliothèque Collège-des-Jésuites,46.795135745934,-71.2434363596382,8,"0    NaN
1    8.8
2    7.9
3    NaN
4    6.2
5    NaN
6    NaN
7    NaN
8    NaN
9    6.9
Name: rating, dtype: float64",505.3,630.3,"0     5.0
1     4.5
2     3.5
3     4.5
4     5.0
5     4.0
6     2.0
7     2.5
8     4.0
9     2.5
10    1.0
Name: rating, dtype: float64",838.871260904256,0.0
ULaval - Alphonse-Desjardins,46.7795830939878,-71.2706339590492,7,"0    NaN
1    NaN
2    NaN
3    8.1
4    8.5
5    8.1
6    7.7
7    7.9
8    7.8
9    NaN
Name: rating, dtype: float64",676.5,621.3333333333334,"0     3.5
1     4.0
2     4.0
3     3.5
4     3.5
5     3.5
6     3.0
7     4.0
8     3.0
9     4.0
10    3.0
11    4.0
12    4.0
13    4.5
14    5.0
15    4.0
16    3.0
17    5.0
18    3.5
19    2.5
Name: rating, dtype: float64",1025.7931545674835,779.3036327157901
Cégep Garneau,46.79273110396984,-71.26363071131132,6,"0    NaN
1    7.7
2    8.1
3    8.2
4    NaN
5    8.1
6    6.8
7    7.7
8    7.9
9    NaN
Name: rating, dtype: float64",527.8,575.0,"0     4.5
1     4.0
2     3.5
3     3.0
4     3.5
5     4.0
6     4.5
7     4.0
8     5.0
9     2.5
10    3.0
11    4.0
12    3.0
13    2.5
14    1.0
Name: rating, dtype: float64",678.2963657317669,0.0
Hôtel de Ville,46.81392938372159,-71.20884793328665,0,"0    8.4
1    8.2
2    8.6
3    8.3
4    8.7
5    8.0
6    8.8
7    8.8
8    9.2
9    9.1
Name: rating, dtype: float64",211.6,552.5555555555555,"0     4.0
1     4.5
2     4.5
3     4.0
4     4.5
5     4.5
6     4.0
7     4.0
8     4.0
9     4.0
10    3.5
11    4.5
12    4.5
13    4.0
14    4.0
15    4.5
16    4.0
17    4.0
18    4.5
19    4.0
Name: rating, dtype: float64",267.72385795870355,641.7246733166994
Parc Lockwell,46.80618864587998,-71.22686526215266,4,"0    9.0
1    8.3
2    8.6
3    9.0
4    8.3
5    8.2
6    8.4
7    8.5
8    8.4
9    8.8
Name: rating, dtype: float64",308.7,464.8,"0     5.0
1     4.5
2     4.5
3     4.0
4     4.5
5     4.5
6     5.0
7     4.0
8     4.5
9     4.5
10    4.5
11    4.0
12    4.5
13    4.5
14    4.0
15    4.5
16    4.5
17    4.0
18    4.5
19    5.0
Name: rating, dtype: float64",473.7420740646111,0.0
Père-Marquette / Des Érables,46.80358373526056,-71.231244378561,23,"0    9.0
1    8.3
2    8.6
3    8.3
4    8.2
5    8.4
6    8.9
7    9.0
8    8.4
9    8.5
Name: rating, dtype: float64",504.1,0.0,"0     5.0
1     4.5
2     4.0
3     4.5
4     4.0
5     4.5
6     4.5
7     4.5
8     4.5
9     4.5
10    4.5
11    5.0
12    5.0
13    4.5
14    4.5
15    4.5
16    4.5
17    4.5
18    4.5
19    4.5
Name: rating, dtype: float64",732.5840162445602,0.0
Bassin Louise,46.817650062860366,-71.20873930382155,7,"0    8.5
1    9.1
2    8.9
3    8.6
4    8.1
5    9.2
6    8.2
7    8.3
8    8.7
9    7.9
Name: rating, dtype: float64",317.2,651.625,"0     4.5
1     4.5
2     4.0
3     4.5
4     4.5
5     4.5
6     4.5
7     4.0
8     4.5
9     5.0
10    5.0
11    4.5
12    4.5
13    4.5
14    4.0
15    4.0
16    4.0
17    4.0
18    4.0
19    4.0
Name: rating, dtype: float64",596.030888897182,566.0729077205746
Raoul-Jobin / Marie-de-l'Incarnation,46.807598406228216,-71.24416592049025,5,"0    7.4
1    6.6
2    8.0
3    7.7
4    7.1
5    7.8
6    8.1
7    6.1
8    NaN
9    5.7
Name: rating, dtype: float64",271.9,574.6,"0     4.5
1     4.5
2     4.5
3     3.5
4     4.5
5     4.5
6     4.0
7     4.5
8     4.5
9     4.5
10    5.0
11    5.0
12    5.0
13    4.5
14    4.0
15    4.5
16    4.0
17    3.0
18    4.5
19    2.5
Name: rating, dtype: float64",572.4318302945002,0.0
Parc Bardy,46.84274855398623,-71.22500825686221,7,"0    NaN
1    NaN
2    7.2
3    NaN
4    7.1
5    NaN
6    NaN
7    NaN
8    5.8
9    NaN
Name: rating, dtype: float64",373.3,457.0,"0     4.5
1     4.0
2     5.0
3     4.0
4     5.0
5     3.5
6     2.0
7     3.5
8     3.5
9     3.0
10    2.5
11    3.5
12    2.0
Name: rating, dtype: float64",702.0600464869336,0.0
ULaval - Charles-De Koninck,46.78171842970272,-71.2742233208467,6,"0    NaN
1    NaN
2    7.6
3    NaN
4    NaN
5    8.1
6    8.4
7    8.1
8    7.9
9    7.7
Name: rating, dtype: float64",604.1,736.5,"0     4.0
1     3.5
2     3.5
3     3.5
4     3.0
5     3.0
6     4.0
7     4.0
8     4.0
9     4.5
10    5.0
11    5.0
12    5.0
13    2.5
14    2.5
15    3.5
16    3.5
17    5.0
18    3.5
19    4.0
Name: rating, dtype: float64",777.044470961568,420.8850136793845
Parc Myrand,46.787372378242026,-71.26640411543272,5,"0    8.1
1    7.7
2    7.9
3    5.8
4    NaN
5    NaN
6    5.6
7    NaN
8    7.7
9    7.6
Name: rating, dtype: float64",394.2,692.8,"0     4.0
1     3.0
2     3.5
3     4.5
4     4.0
5     3.5
6     3.5
7     4.0
8     3.0
9     4.5
10    3.5
11    2.5
12    5.0
13    2.5
14    4.0
15    3.0
16    2.5
17    1.0
Name: rating, dtype: float64",817.0145603453798,904.283584934698
Parc de l'Anse-à-Cartier,46.82497869,-71.2347588,5,"0    8.6
1    9.0
2    8.7
3    8.2
4    7.7
5    9.1
6    8.1
7    8.2
8    8.6
9    7.9
Name: rating, dtype: float64",525.3,668.6,"0     4.5
1     4.5
2     5.0
3     4.0
4     4.0
5     5.0
6     4.5
7     4.5
8     4.5
9     4.0
10    5.0
11    3.5
12    5.0
13    4.5
14    3.5
15    4.0
16    4.0
17    5.0
18    4.0
19    5.0
Name: rating, dtype: float64",451.8562019886949,0.0
Brown / Père-Marquette,46.80106563508459,-71.23540046142958,9,"0    7.9
1    NaN
2    NaN
3    9.0
4    7.7
5    8.3
6    6.2
7    8.9
8    8.3
9    8.6
Name: rating, dtype: float64",561.3,682.3,"0     4.5
1     4.5
2     4.0
3     4.0
4     4.5
5     4.5
6     5.0
7     4.5
8     5.0
9     4.5
10    4.5
11    4.0
12    4.5
13    3.5
14    3.5
15    4.0
16    4.0
17    4.5
18    4.5
19    4.0
Name: rating, dtype: float64",875.0402460902811,0.0
Eymard / Sainte-Foy,46.79331896116916,-71.25832027273796,6,"0    8.1
1    8.2
2    6.8
3    NaN
4    NaN
5    6.4
6    6.9
7    6.4
8    NaN
9    NaN
Name: rating, dtype: float64",185.7,380.2,"0     4.5
1     3.5
2     4.0
3     4.0
4     4.5
5     2.5
6     5.0
7     3.5
8     3.0
9     4.0
10    2.5
11    1.0
12    5.0
13    3.5
14    4.0
15    5.0
16    3.5
17    4.0
18    3.0
Name: rating, dtype: float64",725.7259015746952,0.0
Place Roger-Lemelin,46.8070057051584,-71.2360961572326,14,"0    8.1
1    6.1
2    9.2
3    8.5
4    8.6
5    9.1
6    7.7
7    7.8
8    8.0
9    9.0
Name: rating, dtype: float64",498.9,698.0,"0     4.5
1     4.5
2     4.5
3     5.0
4     4.5
5     4.0
6     5.0
7     4.5
8     4.5
9     4.5
10    4.0
11    4.0
12    4.5
13    4.5
14    4.5
15    4.5
16    4.5
17    4.5
18    4.0
19    4.0
Name: rating, dtype: float64",793.3182405557887,0.0
Perrault / 24e Rue,46.840967,-71.232018,6,"0    NaN
1    NaN
2    NaN
3    NaN
4    NaN
5    NaN
6    7.1
7    7.4
8    NaN
9    NaN
Name: rating, dtype: float64",409.5,788.0,"0    4.5
1    4.0
2    4.0
3    5.0
4    4.0
5    3.5
6    2.0
7    2.0
8    3.0
9    2.5
Name: rating, dtype: float64",882.1244160661997,1033.3263735108806
Église Saint-Jean-Baptiste,46.8089957905064,-71.22241758851497,5,"0    8.8
1    9.0
2    8.9
3    8.4
4    9.1
5    8.5
6    9.0
7    7.9
8    8.8
9    8.6
Name: rating, dtype: float64",232.9,559.7,"0     5.0
1     4.5
2     4.0
3     4.5
4     4.5
5     4.5
6     4.5
7     4.5
8     4.5
9     4.5
10    4.5
11    4.5
12    4.0
13    4.0
14    4.0
15    4.5
16    5.0
17    4.5
18    5.0
19    4.0
Name: rating, dtype: float64",483.1867445516611,1000.330664821618
Parc John-Munn,46.81788381582096,-71.21899632428105,4,"0    8.9
1    9.0
2    7.9
3    9.2
4    8.5
5    8.6
6    8.9
7    8.6
8    9.1
9    8.8
Name: rating, dtype: float64",454.0,531.5,"0     4.0
1     4.0
2     4.5
3     5.0
4     4.0
5     4.5
6     4.5
7     4.5
8     4.0
9     4.5
10    4.0
11    4.5
12    4.5
13    4.5
14    4.0
15    4.0
16    4.0
17    4.5
18    4.5
19    4.0
Name: rating, dtype: float64",799.8192103777609,247.3728239594324
Signaï / Christophe-Colomb,46.80985414622597,-71.23170705961607,10,"0    9.1
1    9.2
2    9.0
3    8.6
4    8.6
5    9.0
6    9.0
7    8.8
8    9.0
9    8.8
Name: rating, dtype: float64",439.8,637.2,"0     4.5
1     4.5
2     4.5
3     4.5
4     5.0
5     4.5
6     4.0
7     5.0
8     4.5
9     4.5
10    4.5
11    4.0
12    4.0
13    4.0
14    4.5
15    4.0
16    4.5
17    4.5
18    5.0
19    4.5
Name: rating, dtype: float64",509.90974263808255,0.0
Murray / Sainte-Foy,46.801147339783896,-71.23864794599436,7,"0    7.9
1    7.7
2    7.8
3    NaN
4    6.9
5    NaN
6    6.2
7    NaN
8    9.0
9    5.7
Name: rating, dtype: float64",438.5,520.7,"0     4.5
1     4.0
2     4.5
3     4.5
4     5.0
5     4.5
6     4.5
7     4.5
8     4.5
9     5.0
10    4.5
11    3.5
12    4.5
13    4.0
14    3.5
15    3.0
16    4.5
17    5.0
18    3.0
19    4.0
Name: rating, dtype: float64",879.2006236078389,0.0
Domaine de Maizerets,46.836559019801065,-71.21610130059433,8,"0    8.3
1    7.2
2    7.1
3    NaN
4    NaN
5    NaN
6    5.8
7    NaN
8    NaN
9    NaN
Name: rating, dtype: float64",488.6,888.6666666666666,"0    4.0
1    4.5
2    3.5
3    5.0
4    4.0
5    5.0
6    3.5
7    2.0
8    2.5
9    3.0
Name: rating, dtype: float64",633.0171367951381,0.0
Patro Laval,46.81231722364255,-71.24216566311739,12,"0    8.0
1    8.1
2    7.1
3    8.6
4    9.2
5    8.0
6    8.5
7    9.1
8    7.8
9    7.4
Name: rating, dtype: float64",545.9,676.2,"0     4.5
1     4.5
2     4.5
3     4.5
4     4.0
5     4.5
6     4.5
7     4.5
8     4.0
9     4.0
10    4.5
11    4.5
12    3.5
13    4.5
14    5.0
15    4.5
16    4.5
17    4.5
18    4.0
19    3.0
Name: rating, dtype: float64",608.3159397916323,0.0
Parc de la Francophonie,46.807752157533336,-71.21574255155943,17,"0    8.8
1    7.9
2    8.3
3    8.5
4    8.2
5    8.9
6    9.0
7    8.9
8    9.1
9    8.9
Name: rating, dtype: float64",259.6,589.1,"0     4.5
1     4.0
2     4.0
3     5.0
4     4.0
5     4.5
6     4.0
7     4.5
8     4.5
9     4.5
10    4.5
11    4.5
12    4.5
13    4.0
14    4.5
15    3.5
16    4.5
17    3.5
18    4.5
19    4.0
Name: rating, dtype: float64",569.4363461253722,0.0
Grand Théâtre de Québec,46.806292,-71.221078,2,"0    8.5
1    9.3
2    8.9
3    8.8
4    9.0
5    8.4
6    8.9
7    7.9
8    8.5
9    8.3
Name: rating, dtype: float64",296.7,514.4,"0     5.0
1     4.5
2     4.5
3     4.0
4     4.0
5     4.5
6     4.0
7     4.0
8     4.5
9     4.5
10    4.5
11    4.5
12    4.5
13    4.0
14    4.0
15    4.5
16    4.5
17    4.5
18    4.0
19    4.5
Name: rating, dtype: float64",636.0156252804784,0.0
Place Jacques-Cartier,46.81433964390105,-71.22489827203177,14,"0    8.6
1    8.5
2    9.0
3    8.8
4    8.9
5    8.6
6    9.0
7    8.4
8    7.9
9    9.0
Name: rating, dtype: float64",345.0,0.0,"0     4.5
1     4.0
2     4.0
3     4.5
4     4.5
5     5.0
6     5.0
7     4.0
8     4.5
9     4.5
10    5.0
11    4.5
12    4.0
13    4.5
14    4.0
15    4.5
16    4.5
17    4.5
18    4.5
19    4.0
Name: rating, dtype: float64",395.7551114426937,727.2299243315778
Bourdages / Monseigneur-Plessis,46.8166055540926,-71.24165805506132,10,"0    8.6
1    7.9
2    7.8
3    8.6
4    9.2
5    7.4
6    8.0
7    8.5
8    9.1
9    7.8
Name: rating, dtype: float64",663.5,688.5714285714286,"0     4.5
1     4.5
2     5.0
3     4.5
4     4.5
5     4.5
6     4.5
7     4.0
8     4.0
9     4.5
10    4.5
11    4.5
12    4.5
13    4.5
14    4.0
15    4.5
16    5.0
17    4.0
18    4.0
19    5.0
Name: rating, dtype: float64",854.9981151307009,0.0
ULaval - PEPS,46.7832051319681,-71.27618881391905,4,"0    7.6
1    NaN
2    8.4
3    8.1
4    7.1
5    NaN
6    7.9
7    8.1
8    8.6
9    7.7
Name: rating, dtype: float64",602.4,678.5,"0     4.0
1     5.0
2     3.5
3     3.5
4     3.0
5     4.0
6     3.5
7     3.0
8     4.5
9     4.0
10    4.0
11    4.0
12    3.5
13    2.5
14    2.5
15    5.0
16    4.0
17    5.0
18    5.0
19    3.5
Name: rating, dtype: float64",663.152083723777,551.6209396750542
Église Saint-Sauveur,46.81154761011568,-71.23538839148901,8,"0    8.6
1    9.2
2    8.0
3    8.5
4    9.1
5    7.8
6    8.4
7    8.1
8    9.0
9    7.9
Name: rating, dtype: float64",223.1,674.3,"0     4.5
1     4.5
2     4.0
3     4.5
4     4.5
5     4.5
6     4.5
7     4.5
8     4.0
9     4.5
10    5.0
11    5.0
12    4.0
13    4.5
14    4.5
15    4.5
16    4.5
17    4.5
18    4.5
19    4.0
Name: rating, dtype: float64",502.5436186350965,0.0
La Fabrique,46.8123909612413,-71.22577898939863,9,"0    8.8
1    9.0
2    8.6
3    8.9
4    8.6
5    9.0
6    8.5
7    8.4
8    7.9
9    8.8
Name: rating, dtype: float64",268.5,529.0,"0     4.5
1     4.5
2     5.0
3     4.0
4     4.0
5     5.0
6     5.0
7     4.0
8     4.0
9     4.5
10    4.5
11    4.5
12    4.5
13    4.5
14    4.5
15    4.5
16    4.5
17    4.5
18    4.5
19    4.0
Name: rating, dtype: float64",302.82405663022263,890.3171219539371
